04/27/11 - 16:47:43; Successful Startup
04/28/11 - 20:58:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:58:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:29; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:30; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:31; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:32; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:33; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:34; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:35; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:36; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:37; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:38; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:39; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:40; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:41; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:42; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:43; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:44; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:45; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:46; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:47; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:48; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:49; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:50; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:51; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:52; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:53; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:54; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:55; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:56; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:57; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:58; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 20:59:59; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:00; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:01; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:02; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:03; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:04; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:05; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:06; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:07; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:08; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:09; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:10; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:11; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:12; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:13; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:14; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:15; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:16; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:17; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:18; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:19; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:20; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:21; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:22; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:23; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:24; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:25; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:26; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:27; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
04/28/11 - 21:00:28; Player Think Error: [addons\environments\lua\environments\core\sv_environments_players.lua:41] attempt to index field 'air' (a nil value)
